Participant_id;Event;Condition;Condition_labels;Text;Text_clean;EL_abs_num;EL_stand_num;deceptiveness;centrality;fabrication_source
6126a2b75731d7dcfefa4cc2;Being involved in a car accident;Truthful;0;I got involved in a car accident. That morning i started at the optometrist office to collect my prescription glasses. I took longer time than expected at the optometrist office which resulted in me being late  for work as soon as i was assisted, i got into my car and drove. Going to work i was in hurry but was not speeding or driving over the speed limit.  Unfortunately. I tried to   Cross a fourway stop road without stopping and hot another car on the. Side both cars where badly damanged and fortunately enough i was not injured even though the pther driver was badly hurt. Other cars that were passing by stopped and try to assist both of us and calling an umbulance aswell as calling the police officers.  It was a traumatizing even till this date i still ask my self how u survived;get involve car accident morning start optometrist office collect prescription glass take long time expect optometrist office result late work soon assist get car drive go work hurry speed drive speed limit unfortunately try cross fourway stop road stop hot car car badly damange fortunately injure pther driver badly hurt car pass stop try assist call umbulance aswell call police officer traumatizing till date ask self u survive;3;0.25609756097561;5.0;4.66666666666667;1.0
65367825834650d5b518cac1;A job interview for your dream job;Truthful;0;I was in London when this company called me to schedule a meeting, since I had send my curriculum to this company applying to a job which seemed my dream job. The interview was schedule to be online and I did it from my room in my house. It went good, despite being with the flu. I talked to two woman, one of them was going to be my boss. It lasted around 30m and I felt excited.;london company call schedule meeting send curriculum company apply job dream job interview schedule online room house go good despite flu talk woman go boss last 30 m feel excited;5;0.395348837209302;4.0;4.4;2.0
6133d6ceda5d8d0022d8b108;Cheating on your partner;Truthful;0;the day i cheated on my partner, i was attending a funeral of a girl who i assumed was my cousin. but after the burial of her great grandmother we later found out that her and i were not cosines but just mere family friends. she need support and a person who could help get through the tough times that were to come. and i happened to be that person. After her grandmothers funeral, her and i drove around the area she lived in and we happen to find ourselves park in a private park from there on we kissed and made out. this still bothers me because i hate cheating on my girlfriend and i feel like i took advantage of a grieving person.;day cheat partner attend funeral girl assume cousin burial great grandmother later find cosine mere family friend need support person help tough time come happen person grandmother funeral drive area live happen find park private park kiss bother hate cheat girlfriend feel like take advantage grieve person;6;0.389473684210526;3.66666666666667;3.66666666666667;2.6666666666666665
60c8678d0c06ddfaafc29f0f;None of them;Truthful;0;"My OBGYN whom I had only know for less than 1 month, was referred to me by my GP whom I've know for years. My GP thought i could potentially have thyroids or Endometrioses. She advised me to make an appointment with an OBGYN to get clarification. My GP ran tests and my iron and blood levels were extremally low. The OBGYN agreed i needed innervation with regards to my red cells and low iron. however i did not have what my GP thought. a few days later my OBGYN aggressively phoned me to tell me i needed to urgently come in for a blood transfusion. She did not explain the procedure or anything. From the day i stepped into that hospital that Tuesday morning around 07""30am my day went downhill fast. I spent the night there in so much confusion and discomfort. my most traumatic experience at the very hospital i was born at, 28 years before.";"obgyn know 1 month refer gp know year gp think potentially thyroid endometrioses advise appointment obgyn clarification gp run test iron blood level extremally low obgyn agree need innervation regard red cell low iron gp think day later obgyn aggressively phone tell need urgently come blood transfusion explain procedure day step hospital tuesday morning 07""30am day go downhill fast spend night confusion discomfort traumatic experience hospital bear 28 year";18;0.992307692307692;4.1;3.45;2.611111111111111
61699d2c44832e100023cb80;None of them;Truthful;0;Last year, 2023 i was working for a certain company. The working environment was not favourable at all. My boss was not a good leader but i kept on working there because i needed the job. i had applied for another job as i was always applying for jobs. then i was called for an IPS assessment. i was so scared because this was a big company with chances of a big opportunity for me. i passed the assessment and had to proceed to interview. even there i was so scared because it was my first time being invited to an interview at such a big company. I was competing with candidates from varsities with high reputation. I was always nervous because i needed the job so bad. fortunately, I passed the interview. Now i had to go for medicals. i was extremely nervous because i knew i had a condition that may hinder me from passing my medicals. that was the most taunting experience ever. Fortunately the doctor gave me a pass in my medical assessment and finally got the job.;year 2023 work certain company work environment favourable boss good leader keep work need job apply job apply job call ips assessment scared big company chance big opportunity pass assessment proceed interview scared time invite interview big company compete candidate varsity high reputation nervous need job bad fortunately pass interview medical extremely nervous know condition hinder pass medical taunting experience fortunately doctor give pass medical assessment finally get job;5;0.278145695364238;5.0;4.2;2.0
613644ab1f992400aacf1ddf;Taking the bus/train without the ticket;Truthful;0;It was nothing special really. I was alone, it was the beggining of the month and I noticed I forgot to renew my subway pass, but I had to got to college so I got in without the ticket. Unfortunately, the revisor caught me. They don't always come by so I thought it was safe to take the risk. I never actually paid the fine and didn't get in more trouble so far;special beggining month notice forget renew subway pass got college get ticket unfortunately revisor catch come think safe risk actually pay fine trouble far;3;0.515873015873016;3.66666666666667;3.66666666666667;4.0
61011efb0639c55ef85d128a;Taking the bus/train without the ticket;Truthful;0;"Last year, in September, I was going to zoo (in Wrocław, Poland) as part of apprenticeship. I took the bus at around 6 a.m. and I didn't buy a ticket because I thought that the ticket inspectors don't work so early. I was tired because I didn't sleep well. After several minutes, there was a ticket inspection, but the inspector (woman) was nice and professional. She gave me the payment request and later in the zoo I was figuring out how to pay the fine online.
It is memorable to me because it was my first time getting payment request and I felt strong emotions of shame and anger at myself.";year september go zoo wrocław poland apprenticeship take bus 6 a.m. buy ticket think ticket inspector work early tired sleep minute ticket inspection inspector woman nice professional give payment request later zoo figure pay fine online memorable time get payment request feel strong emotion shame anger;3;0.333333333333333;4.66666666666667;4.66666666666667;4.0
5ea63c3594a32d64240bf2ea;Taking the bus/train without the ticket;Truthful;0;Around 2 months ago i went out with some friends at night to go grab some drinks. It lasted until around 8 am and i decided to take the train home because it stops right next to my house. Here where i live (Gaia, Porto) the city hall pays a monthly pass to every college student to get public transportation. I had finished my degree some months earlier so i did not have access to this pass anymore. Since i was slightly drunk and did not want to pay for the ride (usually there is not much security i decided to gamble on it and go for free). I was always looking through the windows to see if there were any revisors or security everytime the train stopped in a station. At the middle of the ride i noticed 3 security guards waiting at the station to get into the train and check everyone's tickets. Fortunately i was carefull and paying attention so i managed to get out at that station as they went into the train. After that i waited for the next one and kept the ride home. It all worked out but if hadnt been focused during the ride i would get fined.;2 month ago go friend night grab drink last 8 decide train home stop right house live gaia porto city hall pay monthly pass college student public transportation finish degree month early access pass anymore slightly drunk want pay ride usually security decide gamble free look window revisor security everytime train stop station middle ride notice 3 security guard wait station train check ticket fortunately carefull pay attention manage station go train wait keep ride home work not focus ride fine;6;0.53921568627451;4.33333333333333;3.16666666666667;2.0
60afbcd31e7724c3c9236e8d;Missing a deadline at work because of bad organisation;Truthful;0;I had to finish the report at 13:00 on friday. I knew that I would be receiving additional information during the morning on top of the one that was supposed to be available at 09:00 but I only started doing things at 10:00 and I did not delegate parts to a colleague of mine because I would have to lose some time in explaining it. I also could have skipped the meetings that I had in between as they were really not that important. I kinda knew from the beggining that it was sort of a lost cause and that I would not reach the deadline but I was expecting that the deadline was not as rigid as it turned out to be. I missed the deadline.;finish report 13:00 friday know receive additional information morning suppose available 09:00 start thing 10:00 delegate part colleague lose time explain skip meeting important kinda know beggining sort lost cause reach deadline expect deadline rigid turn miss deadline;2;0.2;4.0;3.5;1.0
61310da2b4b3b6636a548f13;Ending a long romantic relationship;Truthful;0;I had to end a long romantic relationship because the person I was in a relationship with went through a drastic life change that just made him evolve as a person, not in a positive way. The change was very toxic. He went from being supportive to just being there when he felt that he needs to be. We had a baby together and he was there every step of the way until I gave birth. Things started to get rocky after I gave birth. I had to ask him to show up for things he had to show up for. It took a toll on me that I called it quits.;end long romantic relationship person relationship go drastic life change evolve person positive way change toxic go supportive feel need baby step way give birth thing start rocky give birth ask thing take toll call quit;3;0.234782608695652;4.66666666666667;2.66666666666667;2.6666666666666665
60733d6690d0d13013e9f40a;None of them;Truthful;0;"I was an intern at company X.
A couple of months before the end of the internship, my boss mentioned there was interest in hiring me to fulltime, both interest from my boss and the company itself.
Then, near the end of the internship, no one contacted me about hiring me, until only 5 days before.
I was thinking they had changed their mind, but they eventually contacted me.
I was relieved, and accepted the proposal.
I'm now fulltime at the company, with a contract without term. So I was promoted from intern, to ""internal""";intern company x. couple month end internship boss mention interest hire fulltime interest boss company near end internship contact hire 5 day think change mind eventually contact relieve accept proposal fulltime company contract term promote intern internal;5;0.591715976331361;4.4;4.0;2.6
652bea56d7736bf02261d534;Taking the bus/train without the ticket;Truthful;0;I don't have much to write about it. Here in Athens, Greece it is very common to take a bus without ticket, cause we lack inspectors. I usually buy tickets, because its for the community good, but sometimes if I use public transportation without it, I wont feel all that bad. I don't know if I am right or wrong in this topic but I don't care that much.;write athens greece common bus ticket cause lack inspector usually buy ticket community good use public transportation will not feel bad know right wrong topic care;5;0.421686746987952;3.6;3.4;2.8
65182c5a0cadd3291661b9e0;A job interview for your dream job;Truthful;0;"I got interviewed for a job as a nursery nurse in a kindergarten / nursery school 12 months ago. When I arrived at the nursery school, the boss of the nursery school let me in. I only needed to wait a few minutes.

When the nursery nurse came to me, she knew who I was, we told each other our names and went to a room to talk. I talked about my strengths, weaknesses, skills, and my past experience. I was also asked why I would like to work at this company.";get interview job nursery nurse kindergarten nursery school 12 month ago arrive nursery school boss nursery school let need wait minute nursery nurse come know tell name go room talk talk strength weakness skill past experience ask like work company;5;0.412213740458015;2.8;3.2;3.4
60feb05321b4a7b554700eb7;None of them;Truthful;0;It was winter in the south of Wales, it was freezing and I had to wake up at 5am to get the bus to set, by which time it was 6am and I was hungry. The food was awful and we were put into hair and makeup and made to sit in a cold warehouse with no heating until 8am. Then the filming started, despite how cold and hungry I was, everything was so dazzling. The producers told us where to stand, I was with my four best friends and they let us stick together, we were only extras in the background but we got to watch all the main actors come out. We were all dressed up for a party scene, the scenes were surprisingly short but we filmed over and over again for 13 hours. At some point it even snowed so we were all ushered inside for coffee, they had us watch Night At the Museum to pass the time. I remember it so well because it was with my best friends doing one of the most surreal and exciting things we have ever done together.;winter south wales freeze wake 5 bus set time 6 hungry food awful hair makeup sit cold warehouse heating 8 filming start despite cold hungry dazzling producer tell stand good friend let stick extra background got watch main actor come dress party scene scene surprisingly short film 13 hour point snow usher inside coffee watch night museum pass time remember good friend surreal exciting thing;4;0.221719457013575;4.75;3.5;4.0
609bc34e402e137642da6aa3;Taking the bus/train without the ticket;Truthful;0;This event wasn't very memorable, but it was the only one on the list that happened to me. If I recall correctly, I entered a bus and sat down while forgetting to buy a ticket. When I remembered that I need a ticket, it was already the end of my ride and I just stood up and hopped off the bus. There was nothing scary in that accident so I don't remember it very well.;event memorable list happen recall correctly enter bus sit forget buy ticket remember need ticket end ride stand hop bus scary accident remember;5;0.4;4.0;3.6;3.2
602eda053a3b7ab564f938f5;None of them;Truthful;0;This event was particularly memorable because it happened on the anniversary of my relationship. We went for a boat ride on the Tejo river, and the weather was incredible. Unfortunately we couldn't see any dolphins, but it was an amazing experience. However, the best part was yet to come: the concert. It was incredible, the production level was over the top, and the musics really took me back to so many of my favorite movies. A truly enjoyable memory.;event particularly memorable happen anniversary relationship go boat ride tejo river weather incredible unfortunately dolphin amazing experience good come concert incredible production level music take favorite movie truly enjoyable memory;1;0.146341463414634;5.0;3.0;5.0
6134b6d0a2a4c604d0c48d5b;Getting fired;Truthful;0;so about four months ago I was supposed to be offered promotion due to my performance in December as this was promised. however, of the manger asked me to complete a task outside of my job description which I  did and he was not happy with the work that I did and went on to way that I don't deserve the promotion if I can't complete a simple task. Two day later I was given 2 weeks' notice with no proper explanation.;month ago suppose offer promotion performance december promise manger ask complete task outside job description happy work go way deserve promotion complete simple task day later give 2 week notice proper explanation;5;0.165413533834586;4.0;3.0;2.2
662baf927447391832b41ecb;None of them;Truthful;0;"i got accepted to my dream program kind of last minute. I remember getting ready for work in my bathroom and suddenly got the urge to check my e-mail, and i noticed i received an e-mail from the school. I got accepted and was supposed to start school in less than a month. I remember screaming and running to my girlfriend yelling ""i got accepted!"" and she was so happy for me. I called my parents and they were so proud of me. The rest of that day was a blur. I remember that i told my boss later at work, and she was sad to see me go but at the same time happy for me. The feeling of relief was a fact.";get accept dream program kind minute remember get ready work bathroom suddenly get urge check e mail notice receive e mail school get accept suppose start school month remember scream run girlfriend yell get accept happy call parent proud rest day blur remember tell boss later work sad time happy feeling relief fact;4;0.294117647058824;2.75;2.5;3.25
6112862638be610c1af129c5;Ending a long romantic relationship;Truthful;0;"My previous partner and I have not been on good terms, no matter how hard we tried to talk things through. So, one morning, I packed all my stuff to go to work with. 
As I was working, he kept on calling me multiple times. I picked up his calls and told him to leave me alone.  After work, I saw him outside the office park and he begged to talk to me. 
He wanted me to get in his car and I refused, I said he should say what he needed to say right where we were standing and he persisted that I get in his car and I said no. 

I walked away with my colleagues, he drove next to us and got out of the car, ran to me and grabbed my arm. I said no, and walked away with my colleagues. Saw him again at my bus stop, he begged that I leave with him and I said no, then got on the bus. 

He also tried to reach me at my gym but did not find me, we haven't seen each other since the bus stop incident. 

But he has trying reaching out to me recently via emails, just to flunt about his achievements as he knows I'm still attached to him.";previous partner good term matter hard try talk thing morning pack stuff work work keep call multiple time pick call tell leave work see outside office park beg talk want car refuse say need right stand persist car say walk away colleague drive get car run grab arm say walk away colleague see bus stop beg leave say get bus try reach gym find see bus stop incident try reach recently email flunt achievement know attach;8;0.272251308900524;4.625;4.875;1.375
66096b44399021884f2bf59a;A job interview for your dream job;Truthful;0;I was invited to an interview for a software developer specialist, I had just finished my studies few months before and I was waiting for my big break. Though it was just an interview but I was very happy to make it to the shortlisted candidates it meant a lot to me. The position was an internship and I did not really mind the stipend and leaving my then current job because I know that this is always what I have wanted to do it was like a dream come true. The interview went well and I was offered the internship which was for  a year with a possibility of a permanent contract.;invite interview software developer specialist finish study month wait big break interview happy shortlist candidate mean lot position internship mind stipend leave current job know want like dream come true interview go offer internship year possibility permanent contract;6;0.192307692307692;4.66666666666667;4.83333333333333;2.3333333333333335
611cde82784f11c1e17fe12b;None of them;Truthful;0;Arsenal did not deserve the league and the rightful performers being Manchester City Football Club. Having dominated the whole season from start to finish, there was no doubt that they will win the league like they did last season and the season before. Man City is they are known, have no peer in the English Premier League.;arsenal deserve league rightful performer manchester city football club having dominate season start finish doubt win league like season season man city know peer english premier league;5;0.111111111111111;3.2;3.8;2.4
